,kernel,bsz,sq,sk,hq,hk,hm,hdim,sparsity,seed,dataname,time(ms)
572,sparsemask,1,2048,2048,32,32,1,128,20,68,srowsQ6A2K.npz,0.9452684223651886
573,sparsemask,1,4096,4096,32,32,1,128,20,68,srowsQ6A4K.npz,2.715809114517704
574,sparsemask,1,8192,8192,32,32,1,128,20,68,srowsQ6A8K.npz,8.980975279936917
575,sparsemask,1,16384,16384,32,32,1,128,20,68,srowsQ6A16K.npz,33.43637148539225
576,sparsemask,1,32768,32768,32,32,1,128,20,68,srowsQ6A32K.npz,128.08216667175293
577,sparsemask,1,65536,65536,32,32,1,128,20,68,srowsQ6A64K.npz,492.40934729576105
578,sparsemask,1,131072,131072,32,32,1,128,20,68,srowsQ6A128K.npz,1975.4022693634035
579,sparsemask,1,2048,2048,32,32,1,128,30,68,srowsQ6A2K.npz,0.8685799567930161
580,sparsemask,1,4096,4096,32,32,1,128,30,68,srowsQ6A4K.npz,2.470891786658245
581,sparsemask,1,8192,8192,32,32,1,128,30,68,srowsQ6A8K.npz,8.774973154067993
582,sparsemask,1,16384,16384,32,32,1,128,30,68,srowsQ6A16K.npz,28.384601275126137
583,sparsemask,1,32768,32768,32,32,1,128,30,68,srowsQ6A32K.npz,107.97896194458008
584,sparsemask,1,65536,65536,32,32,1,128,30,68,srowsQ6A64K.npz,403.64991784095764
585,sparsemask,1,131072,131072,32,32,1,128,30,68,srowsQ6A128K.npz,1674.8686707019806
586,sparsemask,1,2048,2048,32,32,1,128,40,68,srowsQ6A2K.npz,0.8049173355102539
587,sparsemask,1,4096,4096,32,32,1,128,40,68,srowsQ6A4K.npz,2.2185256746080184
588,sparsemask,1,8192,8192,32,32,1,128,40,68,srowsQ6A8K.npz,7.875355670326635
589,sparsemask,1,16384,16384,32,32,1,128,40,68,srowsQ6A16K.npz,24.319359302520752
590,sparsemask,1,32768,32768,32,32,1,128,40,68,srowsQ6A32K.npz,91.03054777781169
591,sparsemask,1,65536,65536,32,32,1,128,40,68,srowsQ6A64K.npz,352.04559656289905
592,sparsemask,4,32768,32768,32,32,1,128,60,68,srowsQ1A32K.npz,237.32418166266544
593,sparsemask,4,65536,65536,32,32,1,128,60,68,srowsQ1A64K.npz,890.7153407010164
594,sparsemask,4,131072,131072,32,32,1,128,60,68,srowsQ1A128K.npz,3496.3038357098903
595,sparsemask,4,2048,2048,32,32,1,128,70,68,srowsQ1A2K.npz,1.9424120585123696
596,sparsemask,4,4096,4096,32,32,1,128,70,68,srowsQ1A4K.npz,5.034976402918498
597,sparsemask,4,8192,8192,32,32,1,128,70,68,srowsQ1A8K.npz,15.111706256866457
598,sparsemask,4,16384,16384,32,32,1,128,70,68,srowsQ1A16K.npz,49.120848038617304
599,sparsemask,4,32768,32768,32,32,1,128,70,68,srowsQ1A32K.npz,172.72482495558887
600,sparsemask,4,65536,65536,32,32,1,128,70,68,srowsQ1A64K.npz,668.6029787624583
601,sparsemask,4,131072,131072,32,32,1,128,70,68,srowsQ1A128K.npz,2523.2358018557234
602,sparsemask,4,2048,2048,32,32,1,128,80,68,srowsQ1A2K.npz,1.697046668441207
603,sparsemask,4,4096,4096,32,32,1,128,80,68,srowsQ1A4K.npz,4.104867603467859
604,sparsemask,4,8192,8192,32,32,1,128,80,68,srowsQ1A8K.npz,11.72986634572347
605,sparsemask,4,16384,16384,32,32,1,128,80,68,srowsQ1A16K.npz,36.456581354141235
606,sparsemask,4,32768,32768,32,32,1,128,80,68,srowsQ1A32K.npz,123.99889985720318
607,sparsemask,4,65536,65536,32,32,1,128,80,68,srowsQ1A64K.npz,464.55623296590954
608,sparsemask,4,131072,131072,32,32,1,128,80,68,srowsQ1A128K.npz,1805.5033863507786
609,sparsemask,4,2048,2048,32,32,1,128,90,68,srowsQ1A2K.npz,1.5822887420654297
610,attentionmask,4,131072,131072,32,32,1,128,60,68,srowsQ1A128K.npz,nan
611,math_attention,4,131072,131072,32,32,1,128,60,68,srowsQ1A128K.npz,nan
612,sparsemask,4,2048,2048,32,32,1,128,0,68,srowsQ1A2K.npz,3.5771965980529785
613,sparsemask,4,4096,4096,32,32,1,128,0,68,srowsQ1A4K.npz,11.827667781284875
614,sparsemask,4,8192,8192,32,32,1,128,0,68,srowsQ1A8K.npz,43.527798652648926
615,sparsemask,4,16384,16384,32,32,1,128,0,68,srowsQ1A16K.npz,163.99632317679269
616,sparsemask,4,32768,32768,32,32,1,128,0,68,srowsQ1A32K.npz,646.963037763323
617,sparsemask,4,65536,65536,32,32,1,128,0,68,srowsQ1A64K.npz,2538.5775578022
618,sparsemask,4,131072,131072,32,32,1,128,0,68,srowsQ1A128K.npz,10237.696990966797
619,sparsemask,4,2048,2048,32,32,1,128,10,68,srowsQ1A2K.npz,3.473076820373535
620,sparsemask,4,8192,8192,32,32,1,128,10,68,srowsQ1A8K.npz,37.74824142456055
621,sparsemask,4,16384,16384,32,32,1,128,10,68,srowsQ1A16K.npz,148.58852148056027
622,sparsemask,4,32768,32768,32,32,1,128,10,68,srowsQ1A32K.npz,542.8419017791748
623,sparsemask,4,65536,65536,32,32,1,128,10,68,srowsQ1A64K.npz,2206.046233177185
624,sparsemask,4,131072,131072,32,32,1,128,10,68,srowsQ1A128K.npz,8499.825928211212
625,sparsemask,4,2048,2048,32,32,1,128,20,68,srowsQ1A2K.npz,3.0108642578125
626,sparsemask,4,4096,4096,32,32,1,128,20,68,srowsQ1A4K.npz,10.113568305969238
627,sparsemask,4,8192,8192,32,32,1,128,20,68,srowsQ1A8K.npz,35.161635875701904
628,sparsemask,4,16384,16384,32,32,1,128,20,68,srowsQ1A16K.npz,128.26914310455322
629,sparsemask,4,32768,32768,32,32,1,128,20,68,srowsQ1A32K.npz,506.3146781921386
630,sparsemask,4,65536,65536,32,32,1,128,20,68,srowsQ1A64K.npz,1949.5042967796326
631,sparsemask,4,131072,131072,32,32,1,128,20,68,srowsQ1A128K.npz,7600.517188707987
632,sparsemask,4,2048,2048,32,32,1,128,30,68,srowsQ1A2K.npz,2.9665780067443848
633,sparsemask,1,8192,8192,32,32,1,128,80,68,srowsQ6A8K.npz,3.4783846991402765
634,sparsemask,1,16384,16384,32,32,1,128,80,68,srowsQ6A16K.npz,8.56719306871003
635,sparsemask,1,32768,32768,32,32,1,128,80,68,srowsQ6A32K.npz,30.12335400354295
636,sparsemask,1,65536,65536,32,32,1,128,80,68,srowsQ6A64K.npz,108.80369891060724
637,sparsemask,1,131072,131072,32,32,1,128,80,68,srowsQ6A128K.npz,419.5676643903865
638,sparsemask,1,16384,16384,32,32,1,128,90,68,srowsQ6A16K.npz,6.565404415130616
639,sparsemask,1,32768,32768,32,32,1,128,90,68,srowsQ6A32K.npz,21.68400764465332
640,sparsemask,1,65536,65536,32,32,1,128,90,68,srowsQ6A64K.npz,77.01534271240234
641,sparsemask,1,131072,131072,32,32,1,128,90,68,srowsQ6A128K.npz,268.10558557510376
642,attentionmask,4,2048,2048,32,32,1,128,60,68,srowsQ1A2K.npz,8.508426348368326
643,math_attention,4,2048,2048,32,32,1,128,60,68,srowsQ1A2K.npz,15.116206804911297
644,attentionmask,4,4096,4096,32,32,1,128,60,68,srowsQ1A4K.npz,31.57669603824616
645,math_attention,4,4096,4096,32,32,1,128,60,68,srowsQ1A4K.npz,60.02566933631897
646,attentionmask,4,8192,8192,32,32,1,128,60,68,srowsQ1A8K.npz,123.32225216759578
647,math_attention,4,8192,8192,32,32,1,128,60,68,srowsQ1A8K.npz,248.5623587502374
648,attentionmask,4,16384,16384,32,32,1,128,60,68,srowsQ1A16K.npz,486.67869472503656
649,math_attention,4,16384,16384,32,32,1,128,60,68,srowsQ1A16K.npz,nan
650,attentionmask,4,32768,32768,32,32,1,128,60,68,srowsQ1A32K.npz,1946.1987029181585
651,math_attention,4,32768,32768,32,32,1,128,60,68,srowsQ1A32K.npz,nan
652,attentionmask,4,65536,65536,32,32,1,128,60,68,srowsQ1A64K.npz,7822.748999162154
653,math_attention,4,65536,65536,32,32,1,128,60,68,srowsQ1A64K.npz,nan
654,sparsemask,4,4096,4096,32,32,1,128,30,68,srowsQ1A4K.npz,8.672716617584227
655,sparsemask,4,8192,8192,32,32,1,128,30,68,srowsQ1A8K.npz,29.7484016418457
656,sparsemask,4,16384,16384,32,32,1,128,30,68,srowsQ1A16K.npz,111.16073449452718
657,sparsemask,4,32768,32768,32,32,1,128,30,68,srowsQ1A32K.npz,436.8698914845785
658,sparsemask,4,65536,65536,32,32,1,128,30,68,srowsQ1A64K.npz,1681.1204242706299
659,sparsemask,4,131072,131072,32,32,1,128,30,68,srowsQ1A128K.npz,6483.900845050812
660,sparsemask,4,2048,2048,32,32,1,128,40,68,srowsQ1A2K.npz,2.666629552841186
661,sparsemask,4,4096,4096,32,32,1,128,40,68,srowsQ1A4K.npz,7.964488983154296
662,sparsemask,4,8192,8192,32,32,1,128,40,68,srowsQ1A8K.npz,25.802764892578125
663,sparsemask,4,16384,16384,32,32,1,128,40,68,srowsQ1A16K.npz,95.68363070487977
664,sparsemask,4,32768,32768,32,32,1,128,40,68,srowsQ1A32K.npz,358.6086473464966
665,sparsemask,4,65536,65536,32,32,1,128,40,68,srowsQ1A64K.npz,1399.4222869873047
666,sparsemask,4,131072,131072,32,32,1,128,40,68,srowsQ1A128K.npz,5490.261728763579
667,sparsemask,4,2048,2048,32,32,1,128,50,68,srowsQ1A2K.npz,2.4644775390625
668,sparsemask,4,4096,4096,32,32,1,128,50,68,srowsQ1A4K.npz,8.220066070556642
669,sparsemask,4,8192,8192,32,32,1,128,50,68,srowsQ1A8K.npz,22.862685203552246
670,sparsemask,4,16384,16384,32,32,1,128,50,68,srowsQ1A16K.npz,81.48047288258871
671,sparsemask,4,32768,32768,32,32,1,128,50,68,srowsQ1A32K.npz,301.2646961212159
672,sparsemask,4,65536,65536,32,32,1,128,50,68,srowsQ1A64K.npz,1184.782717704773
673,sparsemask,4,131072,131072,32,32,1,128,50,68,srowsQ1A128K.npz,4583.16879940033
674,sparsemask,4,2048,2048,32,32,1,128,60,68,srowsQ1A2K.npz,2.1683780352274575
675,sparsemask,4,4096,4096,32,32,1,128,60,68,srowsQ1A4K.npz,5.865543484687804
676,sparsemask,4,8192,8192,32,32,1,128,60,68,srowsQ1A8K.npz,18.623669412400982
677,sparsemask,4,16384,16384,32,32,1,128,60,68,srowsQ1A16K.npz,64.84676218032835
