,kernel,bsz,sq,sk,hq,hk,hm,hdim,sparsity,seed,dataname,time(ms)
287,sparsemask,4,131072,131072,32,32,1,128,50,68,srowsQ6A128K.npz,4527.047806739807
288,sparsemask,4,2048,2048,32,32,1,128,60,68,srowsQ6A2K.npz,2.2434136271476746
289,sparsemask,4,4096,4096,32,32,1,128,60,68,srowsQ6A4K.npz,7.050150632858277
290,sparsemask,4,8192,8192,32,32,1,128,60,68,srowsQ6A8K.npz,19.020360310872395
291,sparsemask,4,16384,16384,32,32,1,128,60,68,srowsQ6A16K.npz,64.58386829921177
292,attentionmask,4,131072,131072,32,32,1,128,60,68,srowsQ6A128K.npz,nan
293,math_attention,4,131072,131072,32,32,1,128,60,68,srowsQ6A128K.npz,nan
294,sparsemask,4,2048,2048,32,32,1,128,10,68,srowsQ6A2K.npz,3.2558202743530273
295,sparsemask,4,4096,4096,32,32,1,128,10,68,srowsQ6A4K.npz,10.307480096817015
296,sparsemask,4,8192,8192,32,32,1,128,10,68,srowsQ6A8K.npz,36.762572697230745
297,sparsemask,4,16384,16384,32,32,1,128,10,68,srowsQ6A16K.npz,134.6112036705017
298,sparsemask,4,32768,32768,32,32,1,128,10,68,srowsQ6A32K.npz,526.7747735977173
299,sparsemask,4,65536,65536,32,32,1,128,10,68,srowsQ6A64K.npz,2080.0089263916016
300,sparsemask,4,131072,131072,32,32,1,128,10,68,srowsQ6A128K.npz,8260.620823701222
301,sparsemask,4,2048,2048,32,32,1,128,20,68,srowsQ6A2K.npz,3.1455200910568237
302,sparsemask,4,4096,4096,32,32,1,128,20,68,srowsQ6A4K.npz,9.904006719589233
303,sparsemask,4,8192,8192,32,32,1,128,20,68,srowsQ6A8K.npz,34.27142524719238
304,sparsemask,4,16384,16384,32,32,1,128,20,68,srowsQ6A16K.npz,128.49402109781903
305,sparsemask,4,32768,32768,32,32,1,128,20,68,srowsQ6A32K.npz,503.7906058629353
306,sparsemask,4,65536,65536,32,32,1,128,20,68,srowsQ6A64K.npz,1939.5570611953733
307,sparsemask,4,131072,131072,32,32,1,128,20,68,srowsQ6A128K.npz,7772.821788787842
308,sparsemask,4,2048,2048,32,32,1,128,30,68,srowsQ6A2K.npz,2.8488433361053467
309,sparsemask,4,32768,32768,32,32,1,128,60,68,srowsQ6A32K.npz,231.03772231510706
310,sparsemask,4,65536,65536,32,32,1,128,60,68,srowsQ6A64K.npz,881.3389557600021
311,sparsemask,4,131072,131072,32,32,1,128,60,68,srowsQ6A128K.npz,3488.733295031956
312,sparsemask,4,2048,2048,32,32,1,128,70,68,srowsQ6A2K.npz,2.0055426491631403
313,sparsemask,4,8192,8192,32,32,1,128,70,68,srowsQ6A8K.npz,15.14955941368552
314,sparsemask,4,16384,16384,32,32,1,128,70,68,srowsQ6A16K.npz,48.8601332444411
315,sparsemask,4,32768,32768,32,32,1,128,70,68,srowsQ6A32K.npz,174.15656126462497
316,sparsemask,4,65536,65536,32,32,1,128,70,68,srowsQ6A64K.npz,649.0836741129557
317,sparsemask,4,131072,131072,32,32,1,128,70,68,srowsQ6A128K.npz,2495.643647418303
318,sparsemask,4,8192,8192,32,32,1,128,80,68,srowsQ6A8K.npz,12.973368167877197
319,sparsemask,4,16384,16384,32,32,1,128,80,68,srowsQ6A16K.npz,33.47001607601459
320,sparsemask,4,32768,32768,32,32,1,128,80,68,srowsQ6A32K.npz,119.11387302257397
321,sparsemask,4,65536,65536,32,32,1,128,80,68,srowsQ6A64K.npz,434.32864500128693
322,sparsemask,4,131072,131072,32,32,1,128,80,68,srowsQ6A128K.npz,1656.0032649473712
323,sparsemask,4,16384,16384,32,32,1,128,90,68,srowsQ6A16K.npz,25.524827639261883
324,sparsemask,4,32768,32768,32,32,1,128,90,68,srowsQ6A32K.npz,86.28920555114746
325,sparsemask,4,65536,65536,32,32,1,128,90,68,srowsQ6A64K.npz,299.51841831207275
326,sparsemask,4,131072,131072,32,32,1,128,90,68,srowsQ6A128K.npz,1051.5103578567505
327,sparsemask,1,16384,16384,32,32,1,128,10,68,srowsQ1A16K.npz,37.553439140319824
328,sparsemask,1,32768,32768,32,32,1,128,10,68,srowsQ1A32K.npz,135.39469877878824
329,sparsemask,1,65536,65536,32,32,1,128,10,68,srowsQ1A64K.npz,539.0311887529163
330,sparsemask,1,131072,131072,32,32,1,128,10,68,srowsQ1A128K.npz,2130.754732131958
331,sparsemask,1,2048,2048,32,32,1,128,20,68,srowsQ1A2K.npz,0.9194342295328777
332,sparsemask,1,4096,4096,32,32,1,128,20,68,srowsQ1A4K.npz,2.7314949035644536
333,sparsemask,1,8192,8192,32,32,1,128,20,68,srowsQ1A8K.npz,9.007816314697267
334,sparsemask,1,16384,16384,32,32,1,128,20,68,srowsQ1A16K.npz,31.885197957356773
335,sparsemask,1,32768,32768,32,32,1,128,20,68,srowsQ1A32K.npz,124.83518064022063
336,sparsemask,1,65536,65536,32,32,1,128,20,68,srowsQ1A64K.npz,480.0094383955002
337,sparsemask,1,131072,131072,32,32,1,128,20,68,srowsQ1A128K.npz,1879.477695359124
338,sparsemask,1,2048,2048,32,32,1,128,30,68,srowsQ1A2K.npz,0.9089070558547974
339,sparsemask,1,4096,4096,32,32,1,128,30,68,srowsQ1A4K.npz,2.4223061970302036
340,sparsemask,1,8192,8192,32,32,1,128,30,68,srowsQ1A8K.npz,7.818526029586792
341,sparsemask,1,16384,16384,32,32,1,128,30,68,srowsQ1A16K.npz,28.984370231628418
342,sparsemask,1,32768,32768,32,32,1,128,30,68,srowsQ1A32K.npz,108.10182571411134
343,sparsemask,1,65536,65536,32,32,1,128,30,68,srowsQ1A64K.npz,417.305366396904
344,sparsemask,1,131072,131072,32,32,1,128,30,68,srowsQ1A128K.npz,1613.543404170445
345,sparsemask,1,2048,2048,32,32,1,128,40,68,srowsQ1A2K.npz,0.8211647669474283
346,sparsemask,1,4096,4096,32,32,1,128,40,68,srowsQ1A4K.npz,2.1926854786119967
347,sparsemask,1,8192,8192,32,32,1,128,40,68,srowsQ1A8K.npz,6.718077023824057
348,sparsemask,1,16384,16384,32,32,1,128,40,68,srowsQ1A16K.npz,24.302895228068035
349,sparsemask,1,32768,32768,32,32,1,128,40,68,srowsQ1A32K.npz,88.6736732059055
350,sparsemask,1,65536,65536,32,32,1,128,40,68,srowsQ1A64K.npz,347.0086625043084
351,sparsemask,1,32768,32768,32,32,1,128,60,68,srowsQ2A32K.npz,62.35196388129032
352,sparsemask,1,65536,65536,32,32,1,128,60,68,srowsQ2A64K.npz,228.1273904340021
353,sparsemask,1,131072,131072,32,32,1,128,60,68,srowsQ2A128K.npz,896.7707337503847
354,sparsemask,1,2048,2048,32,32,1,128,70,68,srowsQ2A2K.npz,0.609941936674572
355,sparsemask,1,4096,4096,32,32,1,128,70,68,srowsQ2A4K.npz,1.4064945493425642
356,sparsemask,1,8192,8192,32,32,1,128,70,68,srowsQ2A8K.npz,4.133623804364886
357,sparsemask,1,16384,16384,32,32,1,128,70,68,srowsQ2A16K.npz,12.641209556210423
358,sparsemask,1,32768,32768,32,32,1,128,70,68,srowsQ2A32K.npz,45.132720287029564
359,sparsemask,1,65536,65536,32,32,1,128,70,68,srowsQ2A64K.npz,165.25001715307366
360,sparsemask,1,131072,131072,32,32,1,128,70,68,srowsQ2A128K.npz,639.1177871129285
361,sparsemask,1,2048,2048,32,32,1,128,80,68,srowsQ2A2K.npz,0.5258846282958985
362,sparsemask,1,4096,4096,32,32,1,128,80,68,srowsQ2A4K.npz,1.3409250483793371
363,sparsemask,1,8192,8192,32,32,1,128,80,68,srowsQ2A8K.npz,3.07859224431655
364,sparsemask,1,16384,16384,32,32,1,128,80,68,srowsQ2A16K.npz,9.685174671571646
365,sparsemask,1,32768,32768,32,32,1,128,80,68,srowsQ2A32K.npz,33.014041408896446
366,sparsemask,1,65536,65536,32,32,1,128,80,68,srowsQ2A64K.npz,116.47217867509373
367,sparsemask,1,131072,131072,32,32,1,128,80,68,srowsQ2A128K.npz,454.54829745822485
368,sparsemask,1,2048,2048,32,32,1,128,90,68,srowsQ2A2K.npz,0.4855990409851075
369,attentionmask,1,2048,2048,32,32,1,128,60,68,srowsQ6A2K.npz,2.2632777886312514
370,math_attention,1,2048,2048,32,32,1,128,60,68,srowsQ6A2K.npz,3.9511389810530866
371,attentionmask,1,4096,4096,32,32,1,128,60,68,srowsQ6A4K.npz,8.16044919034268
372,math_attention,1,4096,4096,32,32,1,128,60,68,srowsQ6A4K.npz,15.090113091976088
373,attentionmask,1,8192,8192,32,32,1,128,60,68,srowsQ6A8K.npz,31.198557515939076
374,math_attention,1,8192,8192,32,32,1,128,60,68,srowsQ6A8K.npz,61.92882011334102
375,attentionmask,1,16384,16384,32,32,1,128,60,68,srowsQ6A16K.npz,121.47588157653809
376,math_attention,1,16384,16384,32,32,1,128,60,68,srowsQ6A16K.npz,275.7423635482788
377,attentionmask,1,32768,32768,32,32,1,128,60,68,srowsQ6A32K.npz,485.0969690322877
378,math_attention,1,32768,32768,32,32,1,128,60,68,srowsQ6A32K.npz,nan
379,attentionmask,1,65536,65536,32,32,1,128,60,68,srowsQ6A64K.npz,1957.1396802266433
380,math_attention,1,65536,65536,32,32,1,128,60,68,srowsQ6A64K.npz,nan
381,attentionmask,1,131072,131072,32,32,1,128,60,68,srowsQ6A128K.npz,7828.1160382871285
382,math_attention,1,131072,131072,32,32,1,128,60,68,srowsQ6A128K.npz,nan
383,sparsemask,1,2048,2048,32,32,1,128,10,68,srowsQ6A2K.npz,0.9855789608425566
384,sparsemask,1,4096,4096,32,32,1,128,10,68,srowsQ6A4K.npz,2.81708300113678
385,sparsemask,1,8192,8192,32,32,1,128,10,68,srowsQ6A8K.npz,9.501603889465335
386,attentionmask,1,2048,2048,32,32,1,128,60,68,srowsQ1A2K.npz,2.2722014136936353
387,math_attention,1,2048,2048,32,32,1,128,60,68,srowsQ1A2K.npz,3.953780298647673
388,attentionmask,1,4096,4096,32,32,1,128,60,68,srowsQ1A4K.npz,8.185429265422206
389,math_attention,1,4096,4096,32,32,1,128,60,68,srowsQ1A4K.npz,15.118220852267363
390,attentionmask,1,8192,8192,32,32,1,128,60,68,srowsQ1A8K.npz,31.446405579062073
391,math_attention,1,8192,8192,32,32,1,128,60,68,srowsQ1A8K.npz,61.96849570554846
392,attentionmask,1,16384,16384,32,32,1,128,60,68,srowsQ1A16K.npz,121.33343039332209
393,math_attention,1,16384,16384,32,32,1,128,60,68,srowsQ1A16K.npz,275.235789530986
394,attentionmask,1,32768,32768,32,32,1,128,60,68,srowsQ1A32K.npz,484.5974666050502
395,math_attention,1,32768,32768,32,32,1,128,60,68,srowsQ1A32K.npz,nan
396,attentionmask,1,65536,65536,32,32,1,128,60,68,srowsQ1A64K.npz,1965.2265790530612
397,math_attention,1,65536,65536,32,32,1,128,60,68,srowsQ1A64K.npz,nan
398,attentionmask,1,131072,131072,32,32,1,128,60,68,srowsQ1A128K.npz,7844.465599993002
399,math_attention,1,131072,131072,32,32,1,128,60,68,srowsQ1A128K.npz,nan
400,sparsemask,1,2048,2048,32,32,1,128,0,68,srowsQ1A2K.npz,1.0723586704420005
401,sparsemask,1,4096,4096,32,32,1,128,0,68,srowsQ1A4K.npz,3.8033775329589847
402,sparsemask,1,8192,8192,32,32,1,128,0,68,srowsQ1A8K.npz,11.093953704833984
403,sparsemask,1,16384,16384,32,32,1,128,0,68,srowsQ1A16K.npz,40.94466851307795
404,sparsemask,1,32768,32768,32,32,1,128,0,68,srowsQ1A32K.npz,159.86037536903663
405,sparsemask,1,65536,65536,32,32,1,128,0,68,srowsQ1A64K.npz,626.5347653421862
406,sparsemask,1,131072,131072,32,32,1,128,0,68,srowsQ1A128K.npz,2524.9489146691785
407,sparsemask,1,2048,2048,32,32,1,128,10,68,srowsQ1A2K.npz,1.0443687438964846
408,sparsemask,1,8192,8192,32,32,1,128,10,68,srowsQ1A8K.npz,9.755959510803223
409,sparsemask,1,4096,4096,32,32,1,128,30,68,srowsQ2A4K.npz,3.827671051025391
410,sparsemask,1,8192,8192,32,32,1,128,30,68,srowsQ2A8K.npz,9.592320442199705
411,sparsemask,1,16384,16384,32,32,1,128,30,68,srowsQ2A16K.npz,28.69204223155975
412,sparsemask,1,32768,32768,32,32,1,128,30,68,srowsQ2A32K.npz,109.87862543626264
413,sparsemask,1,65536,65536,32,32,1,128,30,68,srowsQ2A64K.npz,427.1125332514446
414,sparsemask,1,131072,131072,32,32,1,128,30,68,srowsQ2A128K.npz,1634.1920191901072
415,sparsemask,1,2048,2048,32,32,1,128,40,68,srowsQ2A2K.npz,0.8409018516540528
416,sparsemask,1,4096,4096,32,32,1,128,40,68,srowsQ2A4K.npz,2.175764604048295
417,sparsemask,1,8192,8192,32,32,1,128,40,68,srowsQ2A8K.npz,6.790948510169983
418,sparsemask,1,16384,16384,32,32,1,128,40,68,srowsQ2A16K.npz,24.23834755307152
419,sparsemask,1,32768,32768,32,32,1,128,40,68,srowsQ2A32K.npz,88.89745459837071
420,sparsemask,1,65536,65536,32,32,1,128,40,68,srowsQ2A64K.npz,349.1792771395515
421,sparsemask,1,131072,131072,32,32,1,128,40,68,srowsQ2A128K.npz,1329.8586699697707
422,sparsemask,1,2048,2048,32,32,1,128,50,68,srowsQ2A2K.npz,0.7536129951477051
423,sparsemask,1,4096,4096,32,32,1,128,50,68,srowsQ2A4K.npz,1.9667154809702996
424,sparsemask,1,8192,8192,32,32,1,128,50,68,srowsQ2A8K.npz,5.973323041742498
425,sparsemask,1,16384,16384,32,32,1,128,50,68,srowsQ2A16K.npz,20.621662356636744
426,sparsemask,1,32768,32768,32,32,1,128,50,68,srowsQ2A32K.npz,75.63892342827538
427,sparsemask,1,65536,65536,32,32,1,128,50,68,srowsQ2A64K.npz,290.18657959424525
428,sparsemask,1,131072,131072,32,32,1,128,50,68,srowsQ2A128K.npz,1146.9752056258067
429,sparsemask,1,2048,2048,32,32,1,128,60,68,srowsQ2A2K.npz,0.6812036037445067
430,sparsemask,1,4096,4096,32,32,1,128,60,68,srowsQ2A4K.npz,1.673061486446496
431,sparsemask,1,8192,8192,32,32,1,128,60,68,srowsQ2A8K.npz,5.006290744332706
432,sparsemask,1,16384,16384,32,32,1,128,60,68,srowsQ2A16K.npz,16.53424326578776
433,sparsemask,1,8192,8192,32,32,1,128,80,68,srowsQ1A8K.npz,4.216466983159383
434,sparsemask,1,16384,16384,32,32,1,128,80,68,srowsQ1A16K.npz,11.16045452299572
435,sparsemask,1,32768,32768,32,32,1,128,80,68,srowsQ1A32K.npz,34.269707617552385
436,sparsemask,1,65536,65536,32,32,1,128,80,68,srowsQ1A64K.npz,119.87526445972674
437,sparsemask,1,131072,131072,32,32,1,128,80,68,srowsQ1A128K.npz,461.83364662469603
438,sparsemask,1,2048,2048,32,32,1,128,90,68,srowsQ1A2K.npz,0.4833948612213135
439,attentionmask,1,2048,2048,32,32,1,128,60,68,srowsQ2A2K.npz,2.2677179177602134
440,math_attention,1,2048,2048,32,32,1,128,60,68,srowsQ2A2K.npz,3.9512087901433315
441,attentionmask,1,4096,4096,32,32,1,128,60,68,srowsQ2A4K.npz,8.175550518613875
442,math_attention,1,4096,4096,32,32,1,128,60,68,srowsQ2A4K.npz,15.086126327514647
443,attentionmask,1,8192,8192,32,32,1,128,60,68,srowsQ2A8K.npz,31.163547319524426
444,math_attention,1,8192,8192,32,32,1,128,60,68,srowsQ2A8K.npz,61.926344983717975
445,attentionmask,1,16384,16384,32,32,1,128,60,68,srowsQ2A16K.npz,121.50002765655519
446,math_attention,1,16384,16384,32,32,1,128,60,68,srowsQ2A16K.npz,275.78001944224036
447,attentionmask,1,32768,32768,32,32,1,128,60,68,srowsQ2A32K.npz,485.1615537296642
448,math_attention,1,32768,32768,32,32,1,128,60,68,srowsQ2A32K.npz,nan
449,attentionmask,1,65536,65536,32,32,1,128,60,68,srowsQ2A64K.npz,1954.4076138529288
450,math_attention,1,65536,65536,32,32,1,128,60,68,srowsQ2A64K.npz,nan
451,sparsemask,1,131072,131072,32,32,1,128,40,68,srowsQ1A128K.npz,1376.3825273513794
452,sparsemask,1,2048,2048,32,32,1,128,50,68,srowsQ1A2K.npz,0.7554382748074002
453,sparsemask,1,4096,4096,32,32,1,128,50,68,srowsQ1A4K.npz,1.932157940334744
454,sparsemask,1,8192,8192,32,32,1,128,50,68,srowsQ1A8K.npz,5.975006505062707
455,sparsemask,1,16384,16384,32,32,1,128,50,68,srowsQ1A16K.npz,20.93655441118323
456,sparsemask,1,32768,32768,32,32,1,128,50,68,srowsQ1A32K.npz,75.38706149373735
457,sparsemask,1,65536,65536,32,32,1,128,50,68,srowsQ1A64K.npz,295.131745087473
458,sparsemask,1,131072,131072,32,32,1,128,50,68,srowsQ1A128K.npz,1148.6232863532173
459,sparsemask,1,2048,2048,32,32,1,128,60,68,srowsQ1A2K.npz,0.6652757395868716
460,sparsemask,1,4096,4096,32,32,1,128,60,68,srowsQ1A4K.npz,1.636559424861785
461,sparsemask,1,8192,8192,32,32,1,128,60,68,srowsQ1A8K.npz,4.881758689880371
462,sparsemask,1,16384,16384,32,32,1,128,60,68,srowsQ1A16K.npz,17.108582548193027
463,sparsemask,1,32768,32768,32,32,1,128,60,68,srowsQ1A32K.npz,59.79118619646345
464,sparsemask,1,65536,65536,32,32,1,128,60,68,srowsQ1A64K.npz,224.2827802612668
465,sparsemask,1,131072,131072,32,32,1,128,60,68,srowsQ1A128K.npz,882.1071783356044
466,sparsemask,1,2048,2048,32,32,1,128,70,68,srowsQ1A2K.npz,0.6028182610221531
467,sparsemask,1,4096,4096,32,32,1,128,70,68,srowsQ1A4K.npz,1.4219013849894204
468,sparsemask,1,8192,8192,32,32,1,128,70,68,srowsQ1A8K.npz,3.839761052812849
469,sparsemask,1,16384,16384,32,32,1,128,70,68,srowsQ1A16K.npz,12.775375219491812
470,sparsemask,1,32768,32768,32,32,1,128,70,68,srowsQ1A32K.npz,43.6257240931193
471,sparsemask,1,65536,65536,32,32,1,128,70,68,srowsQ1A64K.npz,168.008569689358
472,sparsemask,1,131072,131072,32,32,1,128,70,68,srowsQ1A128K.npz,637.4920602639515
473,sparsemask,1,2048,2048,32,32,1,128,80,68,srowsQ1A2K.npz,0.5232664357836002
474,sparsemask,1,4096,4096,32,32,1,128,80,68,srowsQ1A4K.npz,1.3371874735905573
475,attentionmask,1,131072,131072,32,32,1,128,60,68,srowsQ2A128K.npz,7884.256060745406
476,math_attention,1,131072,131072,32,32,1,128,60,68,srowsQ2A128K.npz,nan
477,sparsemask,1,2048,2048,32,32,1,128,0,68,srowsQ2A2K.npz,1.0598905269916241
478,sparsemask,1,4096,4096,32,32,1,128,0,68,srowsQ2A4K.npz,3.125760005070613
479,sparsemask,1,8192,8192,32,32,1,128,0,68,srowsQ2A8K.npz,11.078948091577601
480,sparsemask,1,16384,16384,32,32,1,128,0,68,srowsQ2A16K.npz,40.21014072276928
481,sparsemask,1,32768,32768,32,32,1,128,0,68,srowsQ2A32K.npz,156.432608457712
482,sparsemask,1,65536,65536,32,32,1,128,0,68,srowsQ2A64K.npz,615.4290955861409
483,sparsemask,1,131072,131072,32,32,1,128,0,68,srowsQ2A128K.npz,2475.8428246634344
484,sparsemask,1,2048,2048,32,32,1,128,10,68,srowsQ2A2K.npz,1.0352387795081506
485,sparsemask,1,4096,4096,32,32,1,128,10,68,srowsQ2A4K.npz,3.0185031890869136
486,sparsemask,1,8192,8192,32,32,1,128,10,68,srowsQ2A8K.npz,9.966560363769531
487,sparsemask,1,16384,16384,32,32,1,128,10,68,srowsQ2A16K.npz,36.23156547546387
488,sparsemask,1,32768,32768,32,32,1,128,10,68,srowsQ2A32K.npz,135.59892177581787
489,sparsemask,1,65536,65536,32,32,1,128,10,68,srowsQ2A64K.npz,553.4031856060028
490,sparsemask,1,131072,131072,32,32,1,128,10,68,srowsQ2A128K.npz,2217.0922931035357
491,sparsemask,1,2048,2048,32,32,1,128,20,68,srowsQ2A2K.npz,0.9902111689249675
492,sparsemask,1,4096,4096,32,32,1,128,20,68,srowsQ2A4K.npz,2.7457993371146063
493,sparsemask,1,8192,8192,32,32,1,128,20,68,srowsQ2A8K.npz,8.730967044830322
494,sparsemask,1,16384,16384,32,32,1,128,20,68,srowsQ2A16K.npz,32.12016010284424
495,sparsemask,1,32768,32768,32,32,1,128,20,68,srowsQ2A32K.npz,124.80262067582872
496,sparsemask,1,65536,65536,32,32,1,128,20,68,srowsQ2A64K.npz,482.48850562355733
497,sparsemask,1,131072,131072,32,32,1,128,20,68,srowsQ2A128K.npz,1958.6876320838928
498,sparsemask,1,2048,2048,32,32,1,128,30,68,srowsQ2A2K.npz,0.8793503897530692
499,sparsemask,1,131072,131072,32,32,1,128,40,68,srowsQ6A128K.npz,1385.6741740153384
500,sparsemask,1,2048,2048,32,32,1,128,50,68,srowsQ6A2K.npz,0.7496802399798138
501,sparsemask,1,4096,4096,32,32,1,128,50,68,srowsQ6A4K.npz,1.963950494925181
502,sparsemask,1,8192,8192,32,32,1,128,50,68,srowsQ6A8K.npz,6.232551884006809
503,sparsemask,1,16384,16384,32,32,1,128,50,68,srowsQ6A16K.npz,19.93319484922621
504,sparsemask,1,32768,32768,32,32,1,128,50,68,srowsQ6A32K.npz,72.28716915304013
505,sparsemask,1,65536,65536,32,32,1,128,50,68,srowsQ6A64K.npz,279.91134622822636
506,sparsemask,1,131072,131072,32,32,1,128,50,68,srowsQ6A128K.npz,1128.453584278331
507,sparsemask,1,2048,2048,32,32,1,128,60,68,srowsQ6A2K.npz,0.685723726866675
508,sparsemask,1,4096,4096,32,32,1,128,60,68,srowsQ6A4K.npz,1.7490093758765692
509,sparsemask,1,8192,8192,32,32,1,128,60,68,srowsQ6A8K.npz,5.115748743216196
510,sparsemask,1,16384,16384,32,32,1,128,60,68,srowsQ6A16K.npz,16.549175262451172
511,sparsemask,1,32768,32768,32,32,1,128,60,68,srowsQ6A32K.npz,58.91423759460449
512,sparsemask,1,65536,65536,32,32,1,128,60,68,srowsQ6A64K.npz,221.29917891820273
513,sparsemask,1,131072,131072,32,32,1,128,60,68,srowsQ6A128K.npz,875.5219604350904
514,sparsemask,1,2048,2048,32,32,1,128,70,68,srowsQ6A2K.npz,0.6247364390980112
515,sparsemask,1,8192,8192,32,32,1,128,70,68,srowsQ6A8K.npz,3.9716700653531647
516,sparsemask,1,16384,16384,32,32,1,128,70,68,srowsQ6A16K.npz,12.626037410661286
517,sparsemask,1,32768,32768,32,32,1,128,70,68,srowsQ6A32K.npz,44.0305773092776
518,sparsemask,1,65536,65536,32,32,1,128,70,68,srowsQ6A64K.npz,161.3941261768341
519,sparsemask,1,131072,131072,32,32,1,128,70,68,srowsQ6A128K.npz,631.5109012407415
520,attentionmask,4,2048,2048,32,32,1,128,60,68,srowsQ2A2K.npz,8.514048258463543
521,math_attention,4,2048,2048,32,32,1,128,60,68,srowsQ2A2K.npz,15.128039518992104
522,attentionmask,4,4096,4096,32,32,1,128,60,68,srowsQ2A4K.npz,31.57464133368598
523,math_attention,4,4096,4096,32,32,1,128,60,68,srowsQ2A4K.npz,60.13491789499919
524,attentionmask,4,8192,8192,32,32,1,128,60,68,srowsQ2A8K.npz,123.18833457099066
525,math_attention,4,8192,8192,32,32,1,128,60,68,srowsQ2A8K.npz,248.69825734032526
526,attentionmask,4,16384,16384,32,32,1,128,60,68,srowsQ2A16K.npz,484.8244136571884
527,math_attention,4,16384,16384,32,32,1,128,60,68,srowsQ2A16K.npz,nan
528,attentionmask,4,32768,32768,32,32,1,128,60,68,srowsQ2A32K.npz,1939.3585798475474
529,math_attention,4,32768,32768,32,32,1,128,60,68,srowsQ2A32K.npz,nan
530,attentionmask,4,65536,65536,32,32,1,128,60,68,srowsQ2A64K.npz,7820.5361849069595
531,math_attention,4,65536,65536,32,32,1,128,60,68,srowsQ2A64K.npz,nan
532,attentionmask,4,131072,131072,32,32,1,128,60,68,srowsQ2A128K.npz,nan
533,math_attention,4,131072,131072,32,32,1,128,60,68,srowsQ2A128K.npz,nan
534,sparsemask,4,2048,2048,32,32,1,128,0,68,srowsQ2A2K.npz,3.506842851638794
535,sparsemask,4,4096,4096,32,32,1,128,0,68,srowsQ2A4K.npz,11.407037462506976
536,sparsemask,4,8192,8192,32,32,1,128,0,68,srowsQ2A8K.npz,42.036625998360776
537,sparsemask,4,16384,16384,32,32,1,128,0,68,srowsQ2A16K.npz,156.62873404366627
538,sparsemask,4,32768,32768,32,32,1,128,0,68,srowsQ2A32K.npz,613.8348259244647
539,sparsemask,4,65536,65536,32,32,1,128,0,68,srowsQ2A64K.npz,2431.453193426132
540,sparsemask,4,131072,131072,32,32,1,128,0,68,srowsQ2A128K.npz,9788.681039128986
541,sparsemask,4,2048,2048,32,32,1,128,10,68,srowsQ2A2K.npz,3.7830841541290283
542,sparsemask,4,4096,4096,32,32,1,128,10,68,srowsQ2A4K.npz,10.979814529418945
543,sparsemask,4,8192,8192,32,32,1,128,10,68,srowsQ2A8K.npz,38.46604347229004
544,sparsemask,4,16384,16384,32,32,1,128,10,68,srowsQ2A16K.npz,141.63102626800537
545,sparsemask,4,32768,32768,32,32,1,128,10,68,srowsQ2A32K.npz,538.6533737182617
546,sparsemask,4,65536,65536,32,32,1,128,10,68,srowsQ2A64K.npz,2215.587558746338
547,sparsemask,4,131072,131072,32,32,1,128,10,68,srowsQ2A128K.npz,8862.951045036316
548,sparsemask,4,2048,2048,32,32,1,128,20,68,srowsQ2A2K.npz,3.2240962982177734
549,sparsemask,4,4096,4096,32,32,1,128,20,68,srowsQ2A4K.npz,10.018267631530762
550,sparsemask,4,8192,8192,32,32,1,128,20,68,srowsQ2A8K.npz,33.58818054199219
551,sparsemask,4,16384,16384,32,32,1,128,20,68,srowsQ2A16K.npz,127.22455183664957
552,sparsemask,4,32768,32768,32,32,1,128,20,68,srowsQ2A32K.npz,501.3312784830729
553,sparsemask,4,65536,65536,32,32,1,128,20,68,srowsQ2A64K.npz,1926.2168264389038
554,sparsemask,4,131072,131072,32,32,1,128,20,68,srowsQ2A128K.npz,7872.498729228974
555,sparsemask,4,2048,2048,32,32,1,128,30,68,srowsQ2A2K.npz,2.837252616882324
556,sparsemask,4,4096,4096,32,32,1,128,30,68,srowsQ2A4K.npz,8.974037170410156
557,sparsemask,4,8192,8192,32,32,1,128,30,68,srowsQ2A8K.npz,30.935568809509277
558,sparsemask,4,16384,16384,32,32,1,128,30,68,srowsQ2A16K.npz,106.90641164779663
559,sparsemask,4,32768,32768,32,32,1,128,30,68,srowsQ2A32K.npz,435.9074020385743
560,sparsemask,4,65536,65536,32,32,1,128,30,68,srowsQ2A64K.npz,1741.8265104293823
561,sparsemask,4,131072,131072,32,32,1,128,30,68,srowsQ2A128K.npz,6578.998003005981
562,sparsemask,4,2048,2048,32,32,1,128,40,68,srowsQ2A2K.npz,2.7325105667114262
563,sparsemask,4,4096,4096,32,32,1,128,40,68,srowsQ2A4K.npz,7.811862627665201
564,sparsemask,4,8192,8192,32,32,1,128,40,68,srowsQ2A8K.npz,26.20806097984314
565,sparsemask,4,16384,16384,32,32,1,128,40,68,srowsQ2A16K.npz,95.40623982747397
566,sparsemask,4,32768,32768,32,32,1,128,40,68,srowsQ2A32K.npz,357.29615783691406
567,sparsemask,4,65536,65536,32,32,1,128,40,68,srowsQ2A64K.npz,1424.2024583816526
568,sparsemask,1,16384,16384,32,32,1,128,10,68,srowsQ6A16K.npz,34.31871604919434
569,sparsemask,1,32768,32768,32,32,1,128,10,68,srowsQ6A32K.npz,134.32383507490158
570,sparsemask,1,65536,65536,32,32,1,128,10,68,srowsQ6A64K.npz,529.1095194063689
571,sparsemask,1,131072,131072,32,32,1,128,10,68,srowsQ6A128K.npz,2099.5213313897452
